Feature,Missing Count,Missing Percentage
買超第15名分點前18天券商代號,33909,0.16881571610642027
買超第15名分點前18天張增減,33909,0.16881571610642027
買超第15名分點前18天買均值(千),33909,0.16881571610642027
買超第15名分點前18天買均價,33909,0.16881571610642027
買超第15名分點前18天買均張,33909,0.16881571610642027
買超第15名分點前18天買張,33909,0.16881571610642027
買超第15名分點前18天買金額(千),33909,0.16881571610642027
買超第15名分點前18天賣均值(千),33909,0.16881571610642027
買超第15名分點前18天賣均價,33909,0.16881571610642027
買超第15名分點前18天賣均張,33909,0.16881571610642027
買超第15名分點前18天賣張,33909,0.16881571610642027
買超第15名分點前18天賣金額(千),33909,0.16881571610642027
買超第15名分點前18天金額增減(千),33909,0.16881571610642027
賣超第15名分點前18天券商代號,33909,0.16881571610642027
賣超第15名分點前18天張增減,33909,0.16881571610642027
賣超第15名分點前18天買均值(千),33909,0.16881571610642027
賣超第15名分點前18天買均價,33909,0.16881571610642027
賣超第15名分點前18天買均張,33909,0.16881571610642027
賣超第15名分點前18天買張,33909,0.16881571610642027
賣超第15名分點前18天買金額(千),33909,0.16881571610642027
賣超第15名分點前18天賣均值(千),33909,0.16881571610642027
賣超第15名分點前18天賣均價,33909,0.16881571610642027
賣超第15名分點前18天賣均張,33909,0.16881571610642027
賣超第15名分點前18天賣張,33909,0.16881571610642027
賣超第15名分點前18天賣金額(千),33909,0.16881571610642027
賣超第15名分點前18天金額增減(千),33909,0.16881571610642027
買超第14名分點前19天券商代號,33879,0.16866636131910148
買超第14名分點前19天張增減,33879,0.16866636131910148
買超第14名分點前19天買均值(千),33879,0.16866636131910148
買超第14名分點前19天買均價,33879,0.16866636131910148
買超第14名分點前19天買均張,33879,0.16866636131910148
買超第14名分點前19天買張,33879,0.16866636131910148
買超第14名分點前19天買金額(千),33879,0.16866636131910148
買超第14名分點前19天賣均值(千),33879,0.16866636131910148
買超第14名分點前19天賣均價,33879,0.16866636131910148
買超第14名分點前19天賣均張,33879,0.16866636131910148
買超第14名分點前19天賣張,33879,0.16866636131910148
買超第14名分點前19天賣金額(千),33879,0.16866636131910148
買超第14名分點前19天金額增減(千),33879,0.16866636131910148
賣超第14名分點前19天券商代號,33879,0.16866636131910148
賣超第14名分點前19天張增減,33879,0.16866636131910148
賣超第14名分點前19天買均值(千),33879,0.16866636131910148
賣超第14名分點前19天買均價,33879,0.16866636131910148
賣超第14名分點前19天買均張,33879,0.16866636131910148
賣超第14名分點前19天買張,33879,0.16866636131910148
賣超第14名分點前19天買金額(千),33879,0.16866636131910148
賣超第14名分點前19天賣均值(千),33879,0.16866636131910148
賣超第14名分點前19天賣均價,33879,0.16866636131910148
賣超第14名分點前19天賣均張,33879,0.16866636131910148
賣超第14名分點前19天賣張,33879,0.16866636131910148
賣超第14名分點前19天賣金額(千),33879,0.16866636131910148
賣超第14名分點前19天金額增減(千),33879,0.16866636131910148
買超第13名分點前10天券商代號,33874,0.16864146885454834
買超第13名分點前10天張增減,33874,0.16864146885454834
買超第13名分點前10天買均值(千),33874,0.16864146885454834
買超第13名分點前10天買均價,33874,0.16864146885454834
買超第13名分點前10天買均張,33874,0.16864146885454834
買超第13名分點前10天買張,33874,0.16864146885454834
買超第13名分點前10天買金額(千),33874,0.16864146885454834
買超第13名分點前10天賣均值(千),33874,0.16864146885454834
買超第13名分點前10天賣均價,33874,0.16864146885454834
買超第13名分點前10天賣均張,33874,0.16864146885454834
買超第13名分點前10天賣張,33874,0.16864146885454834
買超第13名分點前10天賣金額(千),33874,0.16864146885454834
買超第13名分點前10天金額增減(千),33874,0.16864146885454834
賣超第13名分點前10天券商代號,33874,0.16864146885454834
賣超第13名分點前10天張增減,33874,0.16864146885454834
賣超第13名分點前10天買均值(千),33874,0.16864146885454834
賣超第13名分點前10天買均價,33874,0.16864146885454834
賣超第13名分點前10天買均張,33874,0.16864146885454834
賣超第13名分點前10天買張,33874,0.16864146885454834
賣超第13名分點前10天買金額(千),33874,0.16864146885454834
賣超第13名分點前10天賣均值(千),33874,0.16864146885454834
賣超第13名分點前10天賣均價,33874,0.16864146885454834
賣超第13名分點前10天賣均張,33874,0.16864146885454834
賣超第13名分點前10天賣張,33874,0.16864146885454834
賣超第13名分點前10天賣金額(千),33874,0.16864146885454834
賣超第13名分點前10天金額增減(千),33874,0.16864146885454834
買超第13名分點前7天券商代號,33866,0.16860164091126334
買超第13名分點前7天張增減,33866,0.16860164091126334
買超第13名分點前7天買均值(千),33866,0.16860164091126334
買超第13名分點前7天買均價,33866,0.16860164091126334
買超第13名分點前7天買均張,33866,0.16860164091126334
買超第13名分點前7天買張,33866,0.16860164091126334
買超第13名分點前7天買金額(千),33866,0.16860164091126334
買超第13名分點前7天賣均值(千),33866,0.16860164091126334
買超第13名分點前7天賣均價,33866,0.16860164091126334
買超第13名分點前7天賣均張,33866,0.16860164091126334
買超第13名分點前7天賣張,33866,0.16860164091126334
買超第13名分點前7天賣金額(千),33866,0.16860164091126334
買超第13名分點前7天金額增減(千),33866,0.16860164091126334
賣超第13名分點前7天券商代號,33866,0.16860164091126334
賣超第13名分點前7天張增減,33866,0.16860164091126334
賣超第13名分點前7天買均值(千),33866,0.16860164091126334
賣超第13名分點前7天買均價,33866,0.16860164091126334
賣超第13名分點前7天買均張,33866,0.16860164091126334
賣超第13名分點前7天買張,33866,0.16860164091126334
賣超第13名分點前7天買金額(千),33866,0.16860164091126334
賣超第13名分點前7天賣均值(千),33866,0.16860164091126334
賣超第13名分點前7天賣均價,33866,0.16860164091126334
賣超第13名分點前7天賣均張,33866,0.16860164091126334
賣超第13名分點前7天賣張,33866,0.16860164091126334
賣超第13名分點前7天賣金額(千),33866,0.16860164091126334
賣超第13名分點前7天金額增減(千),33866,0.16860164091126334
買超第13名分點前15天券商代號,33757,0.16805898518400508
買超第13名分點前15天張增減,33757,0.16805898518400508
買超第13名分點前15天買均值(千),33757,0.16805898518400508
買超第13名分點前15天買均價,33757,0.16805898518400508
買超第13名分點前15天買均張,33757,0.16805898518400508
買超第13名分點前15天買張,33757,0.16805898518400508
買超第13名分點前15天買金額(千),33757,0.16805898518400508
買超第13名分點前15天賣均值(千),33757,0.16805898518400508
買超第13名分點前15天賣均價,33757,0.16805898518400508
買超第13名分點前15天賣均張,33757,0.16805898518400508
買超第13名分點前15天賣張,33757,0.16805898518400508
買超第13名分點前15天賣金額(千),33757,0.16805898518400508
買超第13名分點前15天金額增減(千),33757,0.16805898518400508
賣超第13名分點前15天券商代號,33757,0.16805898518400508
賣超第13名分點前15天張增減,33757,0.16805898518400508
賣超第13名分點前15天買均值(千),33757,0.16805898518400508
賣超第13名分點前15天買均價,33757,0.16805898518400508
賣超第13名分點前15天買均張,33757,0.16805898518400508
賣超第13名分點前15天買張,33757,0.16805898518400508
賣超第13名分點前15天買金額(千),33757,0.16805898518400508
賣超第13名分點前15天賣均值(千),33757,0.16805898518400508
賣超第13名分點前15天賣均價,33757,0.16805898518400508
賣超第13名分點前15天賣均張,33757,0.16805898518400508
賣超第13名分點前15天賣張,33757,0.16805898518400508
賣超第13名分點前15天賣金額(千),33757,0.16805898518400508
賣超第13名分點前15天金額增減(千),33757,0.16805898518400508
買超第13名分點前5天券商代號,33748,0.16801417874780947
買超第13名分點前5天張增減,33748,0.16801417874780947
買超第13名分點前5天買均值(千),33748,0.16801417874780947
買超第13名分點前5天買均價,33748,0.16801417874780947
買超第13名分點前5天買均張,33748,0.16801417874780947
買超第13名分點前5天買張,33748,0.16801417874780947
買超第13名分點前5天買金額(千),33748,0.16801417874780947
買超第13名分點前5天賣均值(千),33748,0.16801417874780947
買超第13名分點前5天賣均價,33748,0.16801417874780947
買超第13名分點前5天賣均張,33748,0.16801417874780947
買超第13名分點前5天賣張,33748,0.16801417874780947
買超第13名分點前5天賣金額(千),33748,0.16801417874780947
買超第13名分點前5天金額增減(千),33748,0.16801417874780947
賣超第13名分點前5天券商代號,33748,0.16801417874780947
賣超第13名分點前5天張增減,33748,0.16801417874780947
賣超第13名分點前5天買均值(千),33748,0.16801417874780947
賣超第13名分點前5天買均價,33748,0.16801417874780947
賣超第13名分點前5天買均張,33748,0.16801417874780947
賣超第13名分點前5天買張,33748,0.16801417874780947
賣超第13名分點前5天買金額(千),33748,0.16801417874780947
賣超第13名分點前5天賣均值(千),33748,0.16801417874780947
賣超第13名分點前5天賣均價,33748,0.16801417874780947
賣超第13名分點前5天賣均張,33748,0.16801417874780947
賣超第13名分點前5天賣張,33748,0.16801417874780947
賣超第13名分點前5天賣金額(千),33748,0.16801417874780947
賣超第13名分點前5天金額增減(千),33748,0.16801417874780947
買超第15名分點前13天券商代號,33711,0.1678299745101163
買超第15名分點前13天張增減,33711,0.1678299745101163
買超第15名分點前13天買均值(千),33711,0.1678299745101163
買超第15名分點前13天買均價,33711,0.1678299745101163
買超第15名分點前13天買均張,33711,0.1678299745101163
買超第15名分點前13天買張,33711,0.1678299745101163
買超第15名分點前13天買金額(千),33711,0.1678299745101163
買超第15名分點前13天賣均值(千),33711,0.1678299745101163
買超第15名分點前13天賣均價,33711,0.1678299745101163
買超第15名分點前13天賣均張,33711,0.1678299745101163
買超第15名分點前13天賣張,33711,0.1678299745101163
買超第15名分點前13天賣金額(千),33711,0.1678299745101163
買超第15名分點前13天金額增減(千),33711,0.1678299745101163
賣超第15名分點前13天券商代號,33711,0.1678299745101163
賣超第15名分點前13天張增減,33711,0.1678299745101163
賣超第15名分點前13天買均值(千),33711,0.1678299745101163
賣超第15名分點前13天買均價,33711,0.1678299745101163
賣超第15名分點前13天買均張,33711,0.1678299745101163
賣超第15名分點前13天買張,33711,0.1678299745101163
賣超第15名分點前13天買金額(千),33711,0.1678299745101163
賣超第15名分點前13天賣均值(千),33711,0.1678299745101163
賣超第15名分點前13天賣均價,33711,0.1678299745101163
賣超第15名分點前13天賣均張,33711,0.1678299745101163
賣超第15名分點前13天賣張,33711,0.1678299745101163
賣超第15名分點前13天賣金額(千),33711,0.1678299745101163
賣超第15名分點前13天金額增減(千),33711,0.1678299745101163
買超第12名分點前2天券商代號,33597,0.16726242631830493
買超第12名分點前2天張增減,33597,0.16726242631830493
買超第12名分點前2天買均值(千),33597,0.16726242631830493
買超第12名分點前2天買均價,33597,0.16726242631830493
買超第12名分點前2天買均張,33597,0.16726242631830493
買超第12名分點前2天買張,33597,0.16726242631830493
買超第12名分點前2天買金額(千),33597,0.16726242631830493
買超第12名分點前2天賣均值(千),33597,0.16726242631830493
買超第12名分點前2天賣均價,33597,0.16726242631830493
買超第12名分點前2天賣均張,33597,0.16726242631830493
買超第12名分點前2天賣張,33597,0.16726242631830493
買超第12名分點前2天賣金額(千),33597,0.16726242631830493
買超第12名分點前2天金額增減(千),33597,0.16726242631830493
賣超第12名分點前2天券商代號,33597,0.16726242631830493
賣超第12名分點前2天張增減,33597,0.16726242631830493
賣超第12名分點前2天買均值(千),33597,0.16726242631830493
賣超第12名分點前2天買均價,33597,0.16726242631830493
賣超第12名分點前2天買均張,33597,0.16726242631830493
賣超第12名分點前2天買張,33597,0.16726242631830493
賣超第12名分點前2天買金額(千),33597,0.16726242631830493
賣超第12名分點前2天賣均值(千),33597,0.16726242631830493
賣超第12名分點前2天賣均價,33597,0.16726242631830493
賣超第12名分點前2天賣均張,33597,0.16726242631830493
賣超第12名分點前2天賣張,33597,0.16726242631830493
賣超第12名分點前2天賣金額(千),33597,0.16726242631830493
賣超第12名分點前2天金額增減(千),33597,0.16726242631830493
買超第13名分點前6天券商代號,33496,0.16675959853433167
買超第13名分點前6天張增減,33496,0.16675959853433167
買超第13名分點前6天買均值(千),33496,0.16675959853433167
買超第13名分點前6天買均價,33496,0.16675959853433167
買超第13名分點前6天買均張,33496,0.16675959853433167
買超第13名分點前6天買張,33496,0.16675959853433167
買超第13名分點前6天買金額(千),33496,0.16675959853433167
買超第13名分點前6天賣均值(千),33496,0.16675959853433167
買超第13名分點前6天賣均價,33496,0.16675959853433167
買超第13名分點前6天賣均張,33496,0.16675959853433167
買超第13名分點前6天賣張,33496,0.16675959853433167
買超第13名分點前6天賣金額(千),33496,0.16675959853433167
買超第13名分點前6天金額增減(千),33496,0.16675959853433167
賣超第13名分點前6天券商代號,33496,0.16675959853433167
賣超第13名分點前6天張增減,33496,0.16675959853433167
賣超第13名分點前6天買均值(千),33496,0.16675959853433167
賣超第13名分點前6天買均價,33496,0.16675959853433167
賣超第13名分點前6天買均張,33496,0.16675959853433167
賣超第13名分點前6天買張,33496,0.16675959853433167
賣超第13名分點前6天買金額(千),33496,0.16675959853433167
賣超第13名分點前6天賣均值(千),33496,0.16675959853433167
賣超第13名分點前6天賣均價,33496,0.16675959853433167
賣超第13名分點前6天賣均張,33496,0.16675959853433167
賣超第13名分點前6天賣張,33496,0.16675959853433167
賣超第13名分點前6天賣金額(千),33496,0.16675959853433167
賣超第13名分點前6天金額增減(千),33496,0.16675959853433167
買超第14名分點前16天券商代號,33357,0.16606758801975466
買超第14名分點前16天張增減,33357,0.16606758801975466
買超第14名分點前16天買均值(千),33357,0.16606758801975466
買超第14名分點前16天買均價,33357,0.16606758801975466
買超第14名分點前16天買均張,33357,0.16606758801975466
買超第14名分點前16天買張,33357,0.16606758801975466
買超第14名分點前16天買金額(千),33357,0.16606758801975466
買超第14名分點前16天賣均值(千),33357,0.16606758801975466
買超第14名分點前16天賣均價,33357,0.16606758801975466
買超第14名分點前16天賣均張,33357,0.16606758801975466
買超第14名分點前16天賣張,33357,0.16606758801975466
買超第14名分點前16天賣金額(千),33357,0.16606758801975466
買超第14名分點前16天金額增減(千),33357,0.16606758801975466
賣超第14名分點前16天券商代號,33357,0.16606758801975466
賣超第14名分點前16天張增減,33357,0.16606758801975466
賣超第14名分點前16天買均值(千),33357,0.16606758801975466
賣超第14名分點前16天買均價,33357,0.16606758801975466
賣超第14名分點前16天買均張,33357,0.16606758801975466
賣超第14名分點前16天買張,33357,0.16606758801975466
賣超第14名分點前16天買金額(千),33357,0.16606758801975466
賣超第14名分點前16天賣均值(千),33357,0.16606758801975466
賣超第14名分點前16天賣均價,33357,0.16606758801975466
賣超第14名分點前16天賣均張,33357,0.16606758801975466
賣超第14名分點前16天賣張,33357,0.16606758801975466
賣超第14名分點前16天賣金額(千),33357,0.16606758801975466
賣超第14名分點前16天金額增減(千),33357,0.16606758801975466
買超第11名分點前3天券商代號,33206,0.16531583559025012
買超第11名分點前3天張增減,33206,0.16531583559025012
買超第11名分點前3天買均值(千),33206,0.16531583559025012
買超第11名分點前3天買均價,33206,0.16531583559025012
買超第11名分點前3天買均張,33206,0.16531583559025012
買超第11名分點前3天買張,33206,0.16531583559025012
買超第11名分點前3天買金額(千),33206,0.16531583559025012
買超第11名分點前3天賣均值(千),33206,0.16531583559025012
買超第11名分點前3天賣均價,33206,0.16531583559025012
買超第11名分點前3天賣均張,33206,0.16531583559025012
買超第11名分點前3天賣張,33206,0.16531583559025012
買超第11名分點前3天賣金額(千),33206,0.16531583559025012
買超第11名分點前3天金額增減(千),33206,0.16531583559025012
賣超第11名分點前3天券商代號,33206,0.16531583559025012
賣超第11名分點前3天張增減,33206,0.16531583559025012
賣超第11名分點前3天買均值(千),33206,0.16531583559025012
賣超第11名分點前3天買均價,33206,0.16531583559025012
賣超第11名分點前3天買均張,33206,0.16531583559025012
賣超第11名分點前3天買張,33206,0.16531583559025012
賣超第11名分點前3天買金額(千),33206,0.16531583559025012
賣超第11名分點前3天賣均值(千),33206,0.16531583559025012
賣超第11名分點前3天賣均價,33206,0.16531583559025012
賣超第11名分點前3天賣均張,33206,0.16531583559025012
賣超第11名分點前3天賣張,33206,0.16531583559025012
賣超第11名分點前3天賣金額(千),33206,0.16531583559025012
賣超第11名分點前3天金額增減(千),33206,0.16531583559025012
買超第11名分點券商代號,33205,0.1653108570973395
買超第11名分點張增減,33205,0.1653108570973395
買超第11名分點買均值(千),33205,0.1653108570973395
買超第11名分點買均價,33205,0.1653108570973395
買超第11名分點買均張,33205,0.1653108570973395
買超第11名分點買張,33205,0.1653108570973395
買超第11名分點買金額(千),33205,0.1653108570973395
買超第11名分點賣均值(千),33205,0.1653108570973395
買超第11名分點賣均價,33205,0.1653108570973395
買超第11名分點賣均張,33205,0.1653108570973395
買超第11名分點賣張,33205,0.1653108570973395
買超第11名分點賣金額(千),33205,0.1653108570973395
買超第11名分點金額增減(千),33205,0.1653108570973395
賣超第11名分點券商代號,33205,0.1653108570973395
賣超第11名分點張增減,33205,0.1653108570973395
賣超第11名分點買均值(千),33205,0.1653108570973395
賣超第11名分點買均價,33205,0.1653108570973395
賣超第11名分點買均張,33205,0.1653108570973395
賣超第11名分點買張,33205,0.1653108570973395
賣超第11名分點買金額(千),33205,0.1653108570973395
賣超第11名分點賣均值(千),33205,0.1653108570973395
賣超第11名分點賣均價,33205,0.1653108570973395
賣超第11名分點賣均張,33205,0.1653108570973395
賣超第11名分點賣張,33205,0.1653108570973395
賣超第11名分點賣金額(千),33205,0.1653108570973395
賣超第11名分點金額增減(千),33205,0.1653108570973395
買超第10名分點前9天券商代號,32973,0.16415584674207423
買超第10名分點前9天張增減,32973,0.16415584674207423
買超第10名分點前9天買均值(千),32973,0.16415584674207423
買超第10名分點前9天買均價,32973,0.16415584674207423
買超第10名分點前9天買均張,32973,0.16415584674207423
買超第10名分點前9天買張,32973,0.16415584674207423
買超第10名分點前9天買金額(千),32973,0.16415584674207423
買超第10名分點前9天賣均值(千),32973,0.16415584674207423
買超第10名分點前9天賣均價,32973,0.16415584674207423
買超第10名分點前9天賣均張,32973,0.16415584674207423
買超第10名分點前9天賣張,32973,0.16415584674207423
買超第10名分點前9天賣金額(千),32973,0.16415584674207423
買超第10名分點前9天金額增減(千),32973,0.16415584674207423
賣超第10名分點前9天券商代號,32973,0.16415584674207423
賣超第10名分點前9天張增減,32973,0.16415584674207423
賣超第10名分點前9天買均值(千),32973,0.16415584674207423
賣超第10名分點前9天買均價,32973,0.16415584674207423
賣超第10名分點前9天買均張,32973,0.16415584674207423
賣超第10名分點前9天買張,32973,0.16415584674207423
賣超第10名分點前9天買金額(千),32973,0.16415584674207423
賣超第10名分點前9天賣均值(千),32973,0.16415584674207423
賣超第10名分點前9天賣均價,32973,0.16415584674207423
賣超第10名分點前9天賣均張,32973,0.16415584674207423
賣超第10名分點前9天賣張,32973,0.16415584674207423
賣超第10名分點前9天賣金額(千),32973,0.16415584674207423
賣超第10名分點前9天金額增減(千),32973,0.16415584674207423
買超第14名分點前14天券商代號,32962,0.16410108332005735
買超第14名分點前14天張增減,32962,0.16410108332005735
買超第14名分點前14天買均值(千),32962,0.16410108332005735
買超第14名分點前14天買均價,32962,0.16410108332005735
買超第14名分點前14天買均張,32962,0.16410108332005735
買超第14名分點前14天買張,32962,0.16410108332005735
買超第14名分點前14天買金額(千),32962,0.16410108332005735
買超第14名分點前14天賣均值(千),32962,0.16410108332005735
買超第14名分點前14天賣均價,32962,0.16410108332005735
買超第14名分點前14天賣均張,32962,0.16410108332005735
買超第14名分點前14天賣張,32962,0.16410108332005735
買超第14名分點前14天賣金額(千),32962,0.16410108332005735
買超第14名分點前14天金額增減(千),32962,0.16410108332005735
賣超第14名分點前14天券商代號,32962,0.16410108332005735
賣超第14名分點前14天張增減,32962,0.16410108332005735
賣超第14名分點前14天買均值(千),32962,0.16410108332005735
賣超第14名分點前14天買均價,32962,0.16410108332005735
賣超第14名分點前14天買均張,32962,0.16410108332005735
賣超第14名分點前14天買張,32962,0.16410108332005735
賣超第14名分點前14天買金額(千),32962,0.16410108332005735
賣超第14名分點前14天賣均值(千),32962,0.16410108332005735
賣超第14名分點前14天賣均價,32962,0.16410108332005735
賣超第14名分點前14天賣均張,32962,0.16410108332005735
賣超第14名分點前14天賣張,32962,0.16410108332005735
賣超第14名分點前14天賣金額(千),32962,0.16410108332005735
賣超第14名分點前14天金額增減(千),32962,0.16410108332005735
買超第11名分點前1天券商代號,32839,0.16348872869205033
買超第11名分點前1天張增減,32839,0.16348872869205033
買超第11名分點前1天買均值(千),32839,0.16348872869205033
買超第11名分點前1天買均價,32839,0.16348872869205033
買超第11名分點前1天買均張,32839,0.16348872869205033
買超第11名分點前1天買張,32839,0.16348872869205033
買超第11名分點前1天買金額(千),32839,0.16348872869205033
買超第11名分點前1天賣均值(千),32839,0.16348872869205033
買超第11名分點前1天賣均價,32839,0.16348872869205033
買超第11名分點前1天賣均張,32839,0.16348872869205033
買超第11名分點前1天賣張,32839,0.16348872869205033
買超第11名分點前1天賣金額(千),32839,0.16348872869205033
買超第11名分點前1天金額增減(千),32839,0.16348872869205033
賣超第11名分點前1天券商代號,32839,0.16348872869205033
賣超第11名分點前1天張增減,32839,0.16348872869205033
賣超第11名分點前1天買均值(千),32839,0.16348872869205033
賣超第11名分點前1天買均價,32839,0.16348872869205033
賣超第11名分點前1天買均張,32839,0.16348872869205033
賣超第11名分點前1天買張,32839,0.16348872869205033
賣超第11名分點前1天買金額(千),32839,0.16348872869205033
賣超第11名分點前1天賣均值(千),32839,0.16348872869205033
賣超第11名分點前1天賣均價,32839,0.16348872869205033
賣超第11名分點前1天賣均張,32839,0.16348872869205033
賣超第11名分點前1天賣張,32839,0.16348872869205033
賣超第11名分點前1天賣金額(千),32839,0.16348872869205033
賣超第11名分點前1天金額增減(千),32839,0.16348872869205033
買超第12名分點前8天券商代號,32711,0.1628514815994902
買超第12名分點前8天張增減,32711,0.1628514815994902
買超第12名分點前8天買均值(千),32711,0.1628514815994902
買超第12名分點前8天買均價,32711,0.1628514815994902
買超第12名分點前8天買均張,32711,0.1628514815994902
買超第12名分點前8天買張,32711,0.1628514815994902
買超第12名分點前8天買金額(千),32711,0.1628514815994902
買超第12名分點前8天賣均值(千),32711,0.1628514815994902
買超第12名分點前8天賣均價,32711,0.1628514815994902
買超第12名分點前8天賣均張,32711,0.1628514815994902
買超第12名分點前8天賣張,32711,0.1628514815994902
買超第12名分點前8天賣金額(千),32711,0.1628514815994902
買超第12名分點前8天金額增減(千),32711,0.1628514815994902
賣超第12名分點前8天券商代號,32711,0.1628514815994902
賣超第12名分點前8天張增減,32711,0.1628514815994902
賣超第12名分點前8天買均值(千),32711,0.1628514815994902
賣超第12名分點前8天買均價,32711,0.1628514815994902
賣超第12名分點前8天買均張,32711,0.1628514815994902
賣超第12名分點前8天買張,32711,0.1628514815994902
賣超第12名分點前8天買金額(千),32711,0.1628514815994902
賣超第12名分點前8天賣均值(千),32711,0.1628514815994902
賣超第12名分點前8天賣均價,32711,0.1628514815994902
賣超第12名分點前8天賣均張,32711,0.1628514815994902
賣超第12名分點前8天賣張,32711,0.1628514815994902
賣超第12名分點前8天賣金額(千),32711,0.1628514815994902
賣超第12名分點前8天金額增減(千),32711,0.1628514815994902
買超第14名分點前20天券商代號,32645,0.16252290106738887
買超第14名分點前20天張增減,32645,0.16252290106738887
買超第14名分點前20天買均值(千),32645,0.16252290106738887
買超第14名分點前20天買均價,32645,0.16252290106738887
買超第14名分點前20天買均張,32645,0.16252290106738887
買超第14名分點前20天買張,32645,0.16252290106738887
買超第14名分點前20天買金額(千),32645,0.16252290106738887
買超第14名分點前20天賣均值(千),32645,0.16252290106738887
買超第14名分點前20天賣均價,32645,0.16252290106738887
買超第14名分點前20天賣均張,32645,0.16252290106738887
買超第14名分點前20天賣張,32645,0.16252290106738887
買超第14名分點前20天賣金額(千),32645,0.16252290106738887
買超第14名分點前20天金額增減(千),32645,0.16252290106738887
賣超第14名分點前20天券商代號,32645,0.16252290106738887
賣超第14名分點前20天張增減,32645,0.16252290106738887
賣超第14名分點前20天買均值(千),32645,0.16252290106738887
賣超第14名分點前20天買均價,32645,0.16252290106738887
賣超第14名分點前20天買均張,32645,0.16252290106738887
賣超第14名分點前20天買張,32645,0.16252290106738887
賣超第14名分點前20天買金額(千),32645,0.16252290106738887
賣超第14名分點前20天賣均值(千),32645,0.16252290106738887
賣超第14名分點前20天賣均價,32645,0.16252290106738887
賣超第14名分點前20天賣均張,32645,0.16252290106738887
賣超第14名分點前20天賣張,32645,0.16252290106738887
賣超第14名分點前20天賣金額(千),32645,0.16252290106738887
賣超第14名分點前20天金額增減(千),32645,0.16252290106738887
買超第14名分點前11天券商代號,32569,0.1621445356061813
買超第14名分點前11天張增減,32569,0.1621445356061813
買超第14名分點前11天買均值(千),32569,0.1621445356061813
買超第14名分點前11天買均價,32569,0.1621445356061813
買超第14名分點前11天買均張,32569,0.1621445356061813
買超第14名分點前11天買張,32569,0.1621445356061813
買超第14名分點前11天買金額(千),32569,0.1621445356061813
買超第14名分點前11天賣均值(千),32569,0.1621445356061813
買超第14名分點前11天賣均價,32569,0.1621445356061813
買超第14名分點前11天賣均張,32569,0.1621445356061813
買超第14名分點前11天賣張,32569,0.1621445356061813
買超第14名分點前11天賣金額(千),32569,0.1621445356061813
買超第14名分點前11天金額增減(千),32569,0.1621445356061813
賣超第14名分點前11天券商代號,32569,0.1621445356061813
賣超第14名分點前11天張增減,32569,0.1621445356061813
賣超第14名分點前11天買均值(千),32569,0.1621445356061813
賣超第14名分點前11天買均價,32569,0.1621445356061813
賣超第14名分點前11天買均張,32569,0.1621445356061813
賣超第14名分點前11天買張,32569,0.1621445356061813
賣超第14名分點前11天買金額(千),32569,0.1621445356061813
賣超第14名分點前11天賣均值(千),32569,0.1621445356061813
賣超第14名分點前11天賣均價,32569,0.1621445356061813
賣超第14名分點前11天賣均張,32569,0.1621445356061813
賣超第14名分點前11天賣張,32569,0.1621445356061813
賣超第14名分點前11天賣金額(千),32569,0.1621445356061813
賣超第14名分點前11天金額增減(千),32569,0.1621445356061813
買超第14名分點前12天券商代號,32558,0.1620897721841644
買超第14名分點前12天張增減,32558,0.1620897721841644
買超第14名分點前12天買均值(千),32558,0.1620897721841644
買超第14名分點前12天買均價,32558,0.1620897721841644
買超第14名分點前12天買均張,32558,0.1620897721841644
買超第14名分點前12天買張,32558,0.1620897721841644
買超第14名分點前12天買金額(千),32558,0.1620897721841644
買超第14名分點前12天賣均值(千),32558,0.1620897721841644
買超第14名分點前12天賣均價,32558,0.1620897721841644
買超第14名分點前12天賣均張,32558,0.1620897721841644
買超第14名分點前12天賣張,32558,0.1620897721841644
買超第14名分點前12天賣金額(千),32558,0.1620897721841644
買超第14名分點前12天金額增減(千),32558,0.1620897721841644
買超第14名分點前18天券商代號,32558,0.1620897721841644
買超第14名分點前18天張增減,32558,0.1620897721841644
買超第14名分點前18天買均值(千),32558,0.1620897721841644
買超第14名分點前18天買均價,32558,0.1620897721841644
買超第14名分點前18天買均張,32558,0.1620897721841644
買超第14名分點前18天買張,32558,0.1620897721841644
買超第14名分點前18天買金額(千),32558,0.1620897721841644
買超第14名分點前18天賣均值(千),32558,0.1620897721841644
買超第14名分點前18天賣均價,32558,0.1620897721841644
買超第14名分點前18天賣均張,32558,0.1620897721841644
買超第14名分點前18天賣張,32558,0.1620897721841644
買超第14名分點前18天賣金額(千),32558,0.1620897721841644
買超第14名分點前18天金額增減(千),32558,0.1620897721841644
賣超第14名分點前12天券商代號,32558,0.1620897721841644
賣超第14名分點前12天張增減,32558,0.1620897721841644
賣超第14名分點前12天買均值(千),32558,0.1620897721841644
賣超第14名分點前12天買均價,32558,0.1620897721841644
賣超第14名分點前12天買均張,32558,0.1620897721841644
賣超第14名分點前12天買張,32558,0.1620897721841644
賣超第14名分點前12天買金額(千),32558,0.1620897721841644
賣超第14名分點前12天賣均值(千),32558,0.1620897721841644
賣超第14名分點前12天賣均價,32558,0.1620897721841644
賣超第14名分點前12天賣均張,32558,0.1620897721841644
賣超第14名分點前12天賣張,32558,0.1620897721841644
賣超第14名分點前12天賣金額(千),32558,0.1620897721841644
賣超第14名分點前12天金額增減(千),32558,0.1620897721841644
賣超第14名分點前18天券商代號,32558,0.1620897721841644
